PID,keywords,mods.grants,mods.abstract,fgs.state,dc.title,dc.language,mods.sm_key_words,fgs.lastModifiedDate,mods.sm_collection,mods.language,mods.title,mods.sm_report_number,dc.subject,mods.sm_corporate_creator,rdf.isOpenAccess,mods.origin,dc.description,mods.raw_date,mods.sm_format,mods.sm_oclc_number,rdf.redirectsTo,mods.sm_geographical_coverage,mods.subject_topic,fgs.createdDate,mods.sm_ntl_classification,mods.sm_resource_type,mods.sm_edition,mods.sm_corporate_publisher,DS1.mimetype_txt_en,DS1.label_txt_en,DS1.filesize_tl,DS1.checksum_txt_en,mods.ss_publishyear,fgs.ownerId,rdf.isMemberOf,dc.identifier,mods.sm_creator,fgs.label,rdf.isPeerTo,mods.sm_digital_object_identifier,mods.ss_jobid,DS2.mimetype_txt_en,DS2.label_txt_en,DS2.filesize_tl,DS2.checksum_txt_en,DS2.sourceurl,dc.publisher,dc.format,dc.type,dc.creator,dc.coverage,DS1.sourceurl,mods.orcidId,mods.sm_contributor,dc.contributor,mods.alt_title,mods.note,mods.sm_corporate_contributor,DS_EXCEL.mimetype_txt_en,DS_EXCEL.label_txt_en,DS_EXCEL.filesize_tl,DS_EXCEL.checksum_txt_en,mods.sm_contracting_officer,DS3.mimetype_txt_en,DS3.label_txt_en,DS3.filesize_tl,DS3.checksum_txt_en,DS3.sourceurl,DS4.mimetype_txt_en,DS4.label_txt_en,DS4.filesize_tl,DS4.checksum_txt_en,DS4.sourceurl,mods.sm_alternate_url,mods.table_of_contents,rdf.underCategory,rdf.hasOrder,rdf.isCollection,rdf.categoryOrder,rdf.isFeaturedCollection,mods.sm_rights_statement,mods.related_series,DS_MS_NON_EXCEL.mimetype_txt_en,DS_MS_NON_EXCEL.label_txt_en,DS_MS_NON_EXCEL.filesize_tl,DS_MS_NON_EXCEL.checksum_txt_en,mods.sm_tris_online_accession_number,rdf.hasExternalLink,rdf.hasMoreDocuments,DS5.mimetype_txt_en,DS5.label_txt_en,DS5.filesize_tl,DS5.checksum_txt_en,DS5.sourceurl,DS10.mimetype_txt_en,DS10.label_txt_en,DS10.filesize_tl,DS10.checksum_txt_en,DS10.sourceurl,DS11.mimetype_txt_en,DS11.label_txt_en,DS11.filesize_tl,DS11.checksum_txt_en,DS11.sourceurl,DS12.mimetype_txt_en,DS12.label_txt_en,DS12.filesize_tl,DS12.checksum_txt_en,DS12.sourceurl,DS13.mimetype_txt_en,DS13.label_txt_en,DS13.filesize_tl,DS13.checksum_txt_en,DS13.sourceurl,DS14.mimetype_txt_en,DS14.label_txt_en,DS14.filesize_tl,DS14.checksum_txt_en,DS14.sourceurl,DS15.mimetype_txt_en,DS15.label_txt_en,DS15.filesize_tl,DS15.checksum_txt_en,DS15.sourceurl,DS16.mimetype_txt_en,DS16.label_txt_en,DS16.filesize_tl,DS16.checksum_txt_en,DS16.sourceurl,DS17.mimetype_txt_en,DS17.label_txt_en,DS17.filesize_tl,DS17.checksum_txt_en,DS17.sourceurl,DS18.mimetype_txt_en,DS18.label_txt_en,DS18.filesize_tl,DS18.checksum_txt_en,DS18.sourceurl,DS6.mimetype_txt_en,DS6.label_txt_en,DS6.filesize_tl,DS6.checksum_txt_en,DS6.sourceurl,DS7.mimetype_txt_en,DS7.label_txt_en,DS7.filesize_tl,DS7.checksum_txt_en,DS7.sourceurl,DS8.mimetype_txt_en,DS8.label_txt_en,DS8.filesize_tl,DS8.checksum_txt_en,DS8.sourceurl,DS9.mimetype_txt_en,DS9.label_txt_en,DS9.filesize_tl,DS9.checksum_txt_en,DS9.sourceurl,DS_MS_NON_EXCEL.sourceurl,rdf.isSpotlightChild,rdf.isSupersededBy,mods.sm_isbn,mods.sm_issn,mods.physical_description,mods.sm_copyright_date,mods.sm_publisher,rdf.isGRFeaturedChild,rdf.isFeatured,rdf.featuredType,rdf.inSpotlight,rdf.featuredUrl,rdf.isGRFeatured,dc.rights,rdf.featuredPosition,rdf.featuredPositionTemp,DS19.mimetype_txt_en,DS19.label_txt_en,DS19.filesize_tl,DS19.checksum_txt_en,DS19.sourceurl,DS20.mimetype_txt_en,DS20.label_txt_en,DS20.filesize_tl,DS20.checksum_txt_en,DS20.sourceurl,DS21.mimetype_txt_en,DS21.label_txt_en,DS21.filesize_tl,DS21.checksum_txt_en,DS21.sourceurl,DS22.mimetype_txt_en,DS22.label_txt_en,DS22.filesize_tl,DS22.checksum_txt_en,DS22.sourceurl,DS23.mimetype_txt_en,DS23.label_txt_en,DS23.filesize_tl,DS23.checksum_txt_en,DS23.sourceurl,DS24.mimetype_txt_en,DS24.label_txt_en,DS24.filesize_tl,DS24.checksum_txt_en,DS24.sourceurl,DS25.mimetype_txt_en,DS25.label_txt_en,DS25.filesize_tl,DS25.checksum_txt_en,DS25.sourceurl,DS26.mimetype_txt_en,DS26.label_txt_en,DS26.filesize_tl,DS26.checksum_txt_en,DS26.sourceurl,DS27.mimetype_txt_en,DS27.label_txt_en,DS27.filesize_tl,DS27.checksum_txt_en,DS27.sourceurl,DS28.mimetype_txt_en,DS28.label_txt_en,DS28.filesize_tl,DS28.checksum_txt_en,DS28.sourceurl,DS29.mimetype_txt_en,DS29.label_txt_en,DS29.filesize_tl,DS29.checksum_txt_en,DS29.sourceurl,DS30.mimetype_txt_en,DS30.label_txt_en,DS30.filesize_tl,DS30.checksum_txt_en,DS30.sourceurl,DS31.mimetype_txt_en,DS31.label_txt_en,DS31.filesize_tl,DS31.checksum_txt_en,DS31.sourceurl,DS32.mimetype_txt_en,DS32.label_txt_en,DS32.filesize_tl,DS32.checksum_txt_en,DS32.sourceurl,DS33.mimetype_txt_en,DS33.label_txt_en,DS33.filesize_tl,DS33.checksum_txt_en,DS33.sourceurl,DS34.mimetype_txt_en,DS34.label_txt_en,DS34.filesize_tl,DS34.checksum_txt_en,DS34.sourceurl,rdf.quickLinkUrl,rdf.isQuickLink,rdf.underSection,DS_EXCEL.sourceurl,mods.embargo_date,rdf.hasDataset,rdf.hasPublication,mods.ss_keyvalue,mods.sm_researchhub_id,dc.date,dc.source,dc.identifier.uri,dc.contributor.author,dc.contributor.collaborator,dc.coverage.spatial,dc.contributor.creator,dc.relation.isPartOf,dc.description.abstract,dc.rights.accessRights,dc.relation.isVersionOf,dc.contributor.consultant,dc.description.tableOfContents,dc.title.alternative,DS1.checksumsha256_txt_en,rdf.hasMultipleLanguage,DS2.checksumsha256_txt_en,DS3.checksumsha256_txt_en,DS4.checksumsha256_txt_en,DS5.checksumsha256_txt_en,DS6.checksumsha256_txt_en,DS7.checksumsha256_txt_en,mods.ss_hasQLOrder,DS_MS_NON_EXCEL.checksumsha256_txt_en,dc.relation.isReferencedBy,DS10.checksumsha256_txt_en,DS11.checksumsha256_txt_en,DS12.checksumsha256_txt_en,DS13.checksumsha256_txt_en,DS14.checksumsha256_txt_en,DS15.checksumsha256_txt_en,DS16.checksumsha256_txt_en,DS17.checksumsha256_txt_en,DS18.checksumsha256_txt_en,DS8.checksumsha256_txt_en,DS9.checksumsha256_txt_en
dot:53304,,,PART 507,Active,Part 507: Airworthiness Directive Summary Subject Index,English,"Air traffic control,Airworthiness",2020-10-06T16:59:13.193Z,Civil Aeronautics Regulations,English,Part 507: Airworthiness Directive Summary Subject Index,,,Civil Aeronautics Board,true,"1963-01-01; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1517328,1963,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Airworthiness,PART 507,993",1963-01-01,PDF,,,United States,,2020-10-06T15:40:26.145Z,,Tech Report,,Civil Aeronautics Board,application/pdf,SRADS.PDF,4290301,urn:sha256:71750182a50f5d65afe8a7d5f30adffc9afc957f06c17abbe2e6d0d731ad83b4,1963,,dot:50942,,,,,https://doi.org/10.21949/1517328,993,,,,,,,,,,,SRADS.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:53058,,,PART 61,Active,Part 61: Amendment 61-2: Fire Prevention In Air Carrier Aircraft,English,"Air traffic control,Safety",2020-10-06T16:58:40.118Z,Civil Aeronautics Regulations,English,Part 61: Amendment 61-2: Fire Prevention In Air Carrier Aircraft,,,Civil Aeronautics Board,true,"1946-11-01; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1516870,1946,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Safety,PART 61,993",1946-11-01,PDF,,,United States,,2020-10-06T15:35:27.573Z,,Tech Report,,Civil Aeronautics Board,application/pdf,SR61d2.PDF,330473,urn:sha256:0c97418ec216c0407b23c4516c75167d8288ebe23d3ef3f70331eabed1248cd3,1946,,dot:50942,,,,,https://doi.org/10.21949/1516870,993,,,,,,,,,,,SR61d2.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:52631,,,MULTIPLE PARTS,Active,"Parts 040\, 41\, 42: Regulation No. SR-420: Emergency Evacuation Equipment For DC-3 Type Airplanes",English,"Air traffic control,Regulations",2020-10-06T16:57:43.842Z,Civil Aeronautics Regulations,English,"Parts 040, 41, 42: Regulation No. SR-420: Emergency Evacuation Equipment For DC-3 Type Airplanes",,,Civil Aeronautics Board,true,"1957-05-21; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1517386,1957,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Regulations,MULTIPLE PARTS,993",1957-05-21,PDF,,,United States,,2020-10-06T15:26:23.829Z,,Tech Report,,Civil Aeronautics Board,application/pdf,SNn420.PDF,155431,urn:sha256:0d3c06c1cfc9d5fddd32f854a8350d0e92ff8436cf58f8430bdb9da73b57f3b5,1957,,dot:50942,,,,,https://doi.org/10.21949/1517386,993,,,,,,,,,,,SNn420.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:51024,,,PART 43,Active,Part 43: Amendment 43-13: Dropping Of Objects Or Persons From Aircraft,English,Air traffic control,2020-10-02T17:39:10.973Z,Civil Aeronautics Regulations,English,Part 43: Amendment 43-13: Dropping Of Objects Or Persons From Aircraft,,,Civil Aeronautics Board,true,"1954-09-27; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1516396,1954,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,PART 43,988",1954-09-27,PDF,,,United States,,2020-10-02T16:58:36.858Z,,Tech Report,,Civil Aeronautics Board,application/pdf,C385.PDF,145480,urn:sha256:ac244d0fcf2a75dbf0154e5349baef37808469d8a8228ce8bf2702b232487383,1954,,dot:50942,,,,,https://doi.org/10.21949/1516396,988,,,,,,,,,,,C385.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:53195,,,PART 151,Active,Part 151: (New). Regulation No. 63-16: In-Runway Lighting,English,"Air traffic control,Regulations",2020-10-06T16:58:59.032Z,Civil Aeronautics Regulations,English,Part 151: (New). Regulation No. 63-16: In-Runway Lighting,,,Civil Aeronautics Board,true,"1963-04-10; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1517234,1963,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Regulations,PART 151,993",1963-04-10,PDF,,,United States,,2020-10-06T15:38:15.035Z,,Tech Report,,Civil Aeronautics Board,application/pdf,SR63b16.PDF,543962,urn:sha256:a92d7ee065d6968a9d096c66940c0c2c04893c59a29bb96c67f247b3b63ffb55,1963,,dot:50942,,,,,https://doi.org/10.21949/1517234,993,,,,,,,,,,,SR63b16.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:52927,,,PART 60,Active,Part 60: Amendment 60-3 IFR Flight Plan,English,"Air traffic control,Flight plans",2020-10-06T16:58:21.668Z,Civil Aeronautics Regulations,English,Part 60: Amendment 60-3 IFR Flight Plan,,,Civil Aeronautics Board,true,"1954-10-01; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1516725,1954,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Flight plans,PART 60,993",1954-10-01,PDF,,,United States,,2020-10-06T15:32:42.879Z,,Tech Report,,Civil Aeronautics Board,application/pdf,SR60g3.PDF,312427,urn:sha256:64eb3568ed20b88ea20093a75d6a84cbdb5f76630edb0acf0f3947ccdf151eb8,1954,,dot:50942,,,,,https://doi.org/10.21949/1516725,993,,,,,,,,,,,SR60g3.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:52201,,,PART 41,Active,Part 41: Release 62-9: Approval Of Air Carrier Training Programs,English,"Air traffic control,Regulations",2020-10-05T20:35:06.545Z,Civil Aeronautics Regulations,English,Part 41: Release 62-9: Approval Of Air Carrier Training Programs,,,Civil Aeronautics Board,true,"1962-03-02; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1516184,1962,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Regulations,PART 41,991",1962-03-02,PDF,,,United States,,2020-10-05T20:22:55.530Z,,Tech Report,,Civil Aeronautics Board,application/pdf,CAR41z55.PDF,700328,urn:sha256:56f1d04034ed289b9bb7cc05af7dc2dc3bbfa2d886c1f1cccf3f74ab38316940,1962,,dot:50942,,,,,https://doi.org/10.21949/1516184,991,,,,,,,,,,,CAR41z55.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:51101,,,PART 41,Active,Part 41: Amendment 41-9: Training Programs And Proficiency Checks - Use Of Aircraft Simulators,English,Air traffic control,2020-10-02T17:39:19.614Z,Civil Aeronautics Regulations,English,Part 41: Amendment 41-9: Training Programs And Proficiency Checks - Use Of Aircraft Simulators,,,Civil Aeronautics Board,true,"1957-03-15; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1516099,1957,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,PART 41,988",1957-03-15,PDF,,,United States,,2020-10-02T17:00:07.949Z,,Tech Report,,Civil Aeronautics Board,application/pdf,C443.PDF,284220,urn:sha256:80f0a7609e365f1e82bfbe208fd3c52ee52a29cb899eb986dd52fb913de3afa6,1957,,dot:50942,,,,,https://doi.org/10.21949/1516099,988,,,,,,,,,,,C443.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:52340,,,PART 60,Active,Part 60: Amendment 60-63: Transportation Of Explosives,English,"Air traffic control,Regulations",2020-10-05T20:35:25.320Z,Civil Aeronautics Regulations,English,Part 60: Amendment 60-63: Transportation Of Explosives,,,Civil Aeronautics Board,true,"1942-03-25; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1516650,1942,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Regulations,PART 60,991",1942-03-25,PDF,,,United States,,2020-10-05T20:25:49.935Z,,Tech Report,,Civil Aeronautics Board,application/pdf,CAR60b63.PDF,130152,urn:sha256:bccacd47a445c0161200c876c2354d498ba06bc43ad2b1f4e80ef3d8d2d71f5c,1942,,dot:50942,,,,,https://doi.org/10.21949/1516650,991,,,,,,,,,,,CAR60b63.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:53313,,,PART 61,Active,Part 61: Amendment 61-7: Runway Utilization,English,Air traffic control,2020-10-06T16:59:15.141Z,Civil Aeronautics Regulations,English,Part 61: Amendment 61-7: Runway Utilization,,,Civil Aeronautics Board,true,"1952-03-12; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1516901,1952,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,PART 61,993",1952-03-12,PDF,,,United States,,2020-10-06T15:40:38.452Z,,Tech Report,,Civil Aeronautics Board,application/pdf,SRr61g7.PDF,280250,urn:sha256:0c9f6b847876848a1434ed5288037a7f9af3d8c1435958116c4a207eb25082a2,1952,,dot:50942,,,,,https://doi.org/10.21949/1516901,993,,,,,,,,,,,SRr61g7.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:53115,,,PART 62,Active,Part 62: Amendment Of Part 48 And 60 Of The Civil Air Regulations - Operations Rules For Rockets,English,"Air traffic control,Regulations",2020-10-06T16:58:48.672Z,Civil Aeronautics Regulations,English,Part 62: Amendment Of Part 48 And 60 Of The Civil Air Regulations - Operations Rules For Rockets,,,Civil Aeronautics Board,true,"1962-05-31; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1516928,1962,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Regulations,PART 62,993",1962-05-31,PDF,,,United States,,2020-10-06T15:36:36.032Z,,Tech Report,,Civil Aeronautics Board,application/pdf,SR61w26.PDF,499176,urn:sha256:53180fae3ffb3f95d3b785d39f0cb6a86986666175e980ea59a8016638e2aabf,1962,,dot:50942,,,,,https://doi.org/10.21949/1516928,993,,,,,,,,,,,SR61w26.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:52896,,,PART 52,Active,Part 52: Repair Station Rating: Amendments No. 84 and No. 87,English,"Air traffic control,Ratings",2020-10-06T16:58:17.134Z,Civil Aeronautics Regulations,English,Part 52: Repair Station Rating: Amendments No. 84 and No. 87,,,Civil Aeronautics Board,true,"1941-01-01; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1516536,1941,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Ratings,PART 52,993",1941-01-01,PDF,,,United States,,2020-10-06T15:32:04.491Z,,Tech Report,,Civil Aeronautics Board,application/pdf,SR52a7.PDF,291320,urn:sha256:1a16aeabdb0344d47a58d48356d11b2820d310d0f6e377c1bee287283d85953f,1941,,dot:50942,,,,,https://doi.org/10.21949/1516536,993,,,,,,,,,,,SR52a7.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:51193,,,PART 71,Active,Part 71: Airspace Docket No. 63-SW-17: Alteration Of Transition Area,English,"Air traffic control,Airspace (Aeronautics)",2020-10-02T17:39:29.023Z,Civil Aeronautics Regulations,English,Part 71: Airspace Docket No. 63-SW-17: Alteration Of Transition Area,,,Civil Aeronautics Board,true,"1963-08-05; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1517022,1963,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Airspace (Aeronautics),PART 71,988",1963-08-05,PDF,,,United States,,2020-10-02T17:01:56.218Z,,Tech Report,,Civil Aeronautics Board,application/pdf,C71sw17.PDF,44483,urn:sha256:95ac3246f826f13a6488af037f997eb3685ff8b46dce2479d077ed362182dd6e,1963,,dot:50942,,,,,https://doi.org/10.21949/1517022,988,,,,,,,,,,,C71sw17.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:52988,,,PART 60,Active,Part 60: Amendment 60-0: Air Traffic Rules,English,Air traffic control,2020-10-06T16:58:31.589Z,Civil Aeronautics Regulations,English,Part 60: Amendment 60-0: Air Traffic Rules,,,Civil Aeronautics Board,true,"1945-07-01; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1516703,1945,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,PART 60,993",1945-07-01,PDF,,,United States,,2020-10-06T15:33:57.812Z,,Tech Report,,Civil Aeronautics Board,application/pdf,SR60ww3.PDF,1132224,urn:sha256:bec47371371680b0ee02ff3bb545b45d84f11d6885095f73cd81e90de24b9d24,1945,,dot:50942,,,,,https://doi.org/10.21949/1516703,993,,,,,,,,,,,SR60ww3.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:52447,,,PART 07,Active,Part 07: Amendment 7-5: Miscellaneous Amendments Resulting From First Airworthiness Review,English,"Air traffic control,Airworthiness",2020-10-05T20:35:39.221Z,Civil Aeronautics Regulations,English,Part 07: Amendment 7-5: Miscellaneous Amendments Resulting From First Airworthiness Review,,,Civil Aeronautics Board,true,"1962-05-03; \,","Civil Aeronautics Regulations,https://doi.org/10.21949/1515440,1962,PDF,Tech Report,Civil Aeronautics Board,Civil Aeronautics Board,United States,Air traffic control,Airworthiness,PART 07,991",1962-05-03,PDF,,,United States,,2020-10-05T20:27:58.786Z,,Tech Report,,Civil Aeronautics Board,application/pdf,CAR75.PDF,510192,urn:sha256:332dadc951781c299d059a57c39231f884a4c6618909cff69de50ab9b2a38413,1962,,dot:50942,,,,,https://doi.org/10.21949/1515440,991,,,,,,,,,,,CAR75.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
